game,score,steps,duration_sec,reason
702,3,928,7.985,hunger
703,10,2085,18.029,hunger
704,2,699,5.989,hunger
705,1,690,5.949,hunger
706,0,640,5.48,hunger
707,0,640,5.491,hunger
708,1,696,5.942,hunger
709,13,1402,11.984,hunger
710,0,640,5.457,hunger
711,0,640,5.456,hunger
712,0,311,2.662,wall
713,0,640,5.467,hunger
714,0,640,5.477,hunger
715,1,856,7.522,hunger
716,1,682,5.809,hunger
717,0,623,5.347,wall
718,1,698,5.935,hunger
719,0,640,5.458,hunger
720,1,718,6.151,hunger
721,2,990,8.418,hunger
722,0,640,5.463,hunger
723,0,640,5.536,hunger
724,0,640,5.484,hunger
725,0,640,5.529,hunger
726,0,31,0.26,wall
727,0,640,5.649,hunger
728,0,640,5.769,hunger
729,15,2375,20.294,hunger
730,0,640,5.455,hunger
731,0,640,5.568,hunger
732,1,673,5.744,hunger
733,1,682,5.835,hunger
734,1,705,6.066,hunger
735,0,640,5.501,hunger
736,0,640,5.509,hunger
737,2,985,8.434,hunger
738,1,680,5.807,hunger
739,1,716,6.177,hunger
740,1,828,7.084,hunger
741,0,640,5.502,hunger
742,23,2632,22.778,self
743,1,721,6.345,hunger
744,0,640,5.955,hunger
745,0,640,5.521,hunger
746,0,640,5.504,hunger
747,0,640,7.349,hunger
748,0,640,5.931,hunger
749,0,640,5.922,hunger
750,0,640,8.354,hunger
751,1,683,6.1,hunger
752,0,640,5.381,hunger
753,1,689,5.858,hunger
754,1,676,5.662,hunger
755,1,675,5.765,hunger
756,0,640,5.387,hunger
757,0,640,5.655,hunger
758,3,782,6.865,hunger
759,0,640,5.308,hunger
760,0,640,5.345,hunger
761,0,640,5.344,hunger
762,0,640,5.4,hunger
763,0,640,6.764,hunger
764,0,640,5.345,hunger
765,0,640,5.33,hunger
766,1,737,6.174,hunger
767,1,700,5.819,hunger
768,0,640,5.334,hunger
769,0,69,0.573,wall
770,1,674,5.587,hunger
771,0,4,0.033,wall
772,65,6576,60.96,self
773,4,670,6.37,hunger
774,0,640,6.374,hunger
775,1,681,5.671,hunger
776,1,648,5.396,hunger
777,0,640,5.46,hunger
778,0,640,6.597,hunger
779,3,807,7.36,hunger
780,0,640,5.328,hunger
781,5,980,8.237,hunger
782,0,640,5.333,hunger
783,1,662,5.545,hunger
784,0,37,0.303,wall
785,0,42,0.35,wall
786,0,640,5.961,hunger
787,1,660,5.525,hunger
788,51,3324,31.326,self
789,9,1107,10.338,hunger
790,1,678,6.108,hunger
791,0,640,5.499,hunger
792,0,640,5.386,hunger
793,1,669,5.636,hunger
794,0,640,5.358,hunger
795,0,640,5.366,hunger
796,0,640,5.421,hunger
797,0,640,5.449,hunger
798,0,640,5.403,hunger
799,0,640,5.428,hunger
800,1,810,6.874,hunger
801,0,640,5.443,hunger
802,0,640,5.576,hunger
803,0,640,5.459,hunger
804,1,693,5.857,hunger
805,1,668,5.667,hunger
806,4,1041,8.829,hunger
807,1,656,5.553,hunger
808,0,640,5.428,hunger
809,0,640,5.491,hunger
810,0,640,5.419,hunger
811,0,640,5.622,hunger
812,3,743,6.462,hunger
813,0,640,5.691,hunger
814,3,974,8.265,hunger
815,0,640,5.393,hunger
816,1,1047,8.865,hunger
817,0,640,5.415,hunger
818,0,640,5.396,hunger
819,0,265,2.288,wall
820,1,689,5.788,hunger
821,0,640,5.667,hunger
822,1,746,6.261,hunger
823,0,640,5.407,hunger
824,0,640,5.438,hunger
825,0,640,5.523,hunger
826,36,2597,22.06,self
827,1,784,6.75,hunger
828,1,672,5.724,hunger
829,1,753,6.461,hunger
830,0,640,5.496,hunger
831,6,1032,8.86,hunger
832,1,797,6.845,hunger
833,0,640,5.738,hunger
834,1,655,5.6,hunger
835,0,640,5.562,hunger
836,0,640,5.519,hunger
837,1,685,5.867,hunger
838,0,14,0.115,wall
839,0,640,5.53,hunger
840,0,640,5.504,hunger
841,0,640,5.518,hunger
842,0,640,5.463,hunger
843,0,640,5.533,hunger
844,0,640,5.631,hunger
845,0,640,5.438,hunger
846,3,1210,10.273,hunger
847,1,643,6.215,hunger
848,4,814,7.026,hunger
849,0,640,5.513,hunger
850,1,958,8.118,hunger
851,70,5856,50.698,self
852,1,671,5.761,hunger
853,0,640,5.658,hunger
854,0,29,0.243,wall
855,0,640,5.441,hunger
856,0,640,5.454,hunger
857,1,730,6.193,hunger
858,1,711,6.085,hunger
859,0,640,5.439,hunger
860,0,640,5.462,hunger
861,0,640,5.46,hunger
862,0,640,5.483,hunger
863,2,763,6.461,hunger
864,0,640,5.45,hunger
865,0,640,5.407,hunger
866,0,640,5.453,hunger
867,1,887,7.535,hunger
868,0,640,5.427,hunger
869,0,640,5.461,hunger
870,2,691,5.884,hunger
871,0,640,5.614,hunger
872,0,640,5.551,hunger
873,0,640,5.592,hunger
874,0,640,5.635,hunger
875,2,1309,11.079,hunger
876,0,640,5.451,hunger
877,0,640,5.497,hunger
878,0,35,0.292,wall
879,0,640,5.403,hunger
880,0,622,5.273,wall
881,1,691,6.02,hunger
882,0,640,5.5,hunger
883,0,640,5.487,hunger
884,0,640,5.479,hunger
885,0,640,5.459,hunger
886,0,640,5.475,hunger
887,1,818,7.029,hunger
888,0,640,5.418,hunger
889,0,640,5.451,hunger
890,0,640,6.854,hunger
891,1,653,7.156,hunger
892,0,640,7.637,hunger
893,0,640,5.849,hunger
894,4,1149,10.038,hunger
895,0,640,5.987,hunger
896,0,640,5.837,hunger
897,1,722,7.019,hunger
898,1,643,6.017,hunger
899,0,640,6.044,hunger
900,1,675,11.439,hunger
901,3,686,6.465,hunger
902,0,2,0.015,wall
903,0,640,5.8,hunger
904,1,708,6.75,hunger
905,0,640,5.883,hunger
906,0,640,5.751,hunger
907,1,684,6.408,hunger
908,0,640,5.693,hunger
909,0,640,5.611,hunger
910,0,640,5.966,hunger
911,0,640,5.75,hunger
912,8,1565,13.876,hunger
913,1,656,5.867,hunger
914,0,640,6.3,hunger
915,0,640,6.196,hunger
916,0,640,7.911,hunger
917,0,640,6.236,hunger
918,0,640,6.89,hunger
919,1,670,6.115,hunger
920,0,640,5.824,hunger
921,0,640,6.157,hunger
922,0,640,6.205,hunger
923,4,1144,10.779,hunger
924,55,5185,46.937,self
925,0,640,5.36,hunger
926,1,774,6.498,hunger
927,7,1135,9.522,hunger
928,0,640,5.321,hunger
929,1,715,5.948,hunger
930,0,640,5.352,hunger
931,47,2640,21.976,self
932,1,796,6.634,hunger
933,0,640,5.332,hunger
934,1,644,5.466,hunger
935,0,640,5.612,hunger
936,0,640,5.61,hunger
937,0,640,5.476,hunger
938,0,640,5.997,hunger
939,29,2564,22.609,hunger
940,0,640,5.654,hunger
941,0,61,0.513,wall
942,3,1089,9.598,hunger
943,1,693,6.17,hunger
944,2,1101,9.658,hunger
945,0,640,5.656,hunger
946,0,640,5.61,hunger
947,6,1084,9.353,hunger
948,8,1442,12.424,hunger
949,1,743,6.403,hunger
950,1,689,6.023,hunger
951,0,640,5.576,hunger
952,3,821,7.105,hunger
953,0,34,0.286,wall
954,0,640,5.53,hunger
955,0,640,5.425,hunger
956,0,640,5.492,hunger
957,0,24,0.197,wall
958,1,747,6.371,hunger
959,1,644,5.561,hunger
960,0,14,0.114,wall
961,0,640,5.431,hunger
962,0,640,5.472,hunger
963,0,640,5.469,hunger
964,0,640,5.446,hunger
965,0,640,5.424,hunger
966,0,640,5.488,hunger
967,1,653,5.52,hunger
968,0,640,5.47,hunger
969,0,640,5.428,hunger
970,1,773,6.517,hunger
971,0,640,5.508,hunger
972,0,31,0.274,wall
973,0,640,5.412,hunger
974,1,750,6.549,hunger
975,2,660,5.575,hunger
976,0,640,5.437,hunger
977,0,640,5.431,hunger
978,0,640,5.798,hunger
979,44,2767,23.534,self
980,0,640,5.483,hunger
981,0,640,5.441,hunger
982,0,640,5.741,hunger
983,1,938,7.966,hunger
984,0,640,5.391,hunger
985,3,730,6.208,hunger
