game,score,steps,duration_sec,reason
335,1,856,7.31,hunger
336,0,640,5.742,hunger
337,0,640,5.407,hunger
338,0,640,5.372,hunger
339,0,640,5.329,hunger
340,2,678,5.729,hunger
341,0,640,5.364,hunger
342,0,640,5.332,hunger
343,1,684,5.662,hunger
344,0,640,5.34,hunger
345,0,640,5.343,hunger
346,0,640,5.331,hunger
347,0,640,5.314,hunger
348,1,911,7.612,hunger
349,0,640,5.389,hunger
350,0,640,5.365,hunger
351,0,640,5.34,hunger
352,0,640,5.317,hunger
353,2,790,6.564,hunger
354,1,1242,10.314,hunger
355,3,690,5.805,hunger
356,0,640,5.341,hunger
357,17,2758,22.984,hunger
358,2,670,5.589,hunger
359,23,4020,33.472,hunger
360,8,2088,17.371,hunger
361,0,640,5.338,hunger
362,0,640,5.34,hunger
363,0,640,5.429,hunger
364,0,640,5.456,hunger
365,0,640,5.433,hunger
366,0,640,5.476,hunger
367,1,749,6.406,hunger
368,0,640,5.457,hunger
369,0,640,5.473,hunger
370,4,1359,11.833,hunger
371,0,640,5.52,hunger
372,0,640,5.535,hunger
373,0,640,5.425,hunger
374,0,640,5.443,hunger
375,0,640,5.459,hunger
376,7,1862,15.873,hunger
377,0,640,5.436,hunger
378,0,640,5.458,hunger
379,4,1497,12.763,hunger
380,0,640,5.461,hunger
381,0,640,5.451,hunger
382,1,655,5.588,hunger
383,2,1698,14.423,hunger
384,2,686,5.813,hunger
385,0,640,5.448,hunger
386,0,640,5.443,hunger
387,1,1090,9.473,hunger
388,0,640,5.445,hunger
389,0,640,5.847,hunger
390,0,640,5.896,hunger
391,0,640,5.439,hunger
392,13,1356,11.503,self
393,0,640,5.456,hunger
394,0,640,5.461,hunger
395,0,640,5.456,hunger
396,8,1310,11.115,hunger
397,0,640,5.463,hunger
398,0,640,5.467,hunger
399,0,640,5.448,hunger
400,0,640,5.508,hunger
401,0,640,5.467,hunger
402,4,983,8.365,hunger
403,0,640,5.484,hunger
404,0,640,5.428,hunger
405,7,1136,9.654,hunger
406,0,640,5.439,hunger
407,0,640,5.457,hunger
408,0,640,5.467,hunger
409,0,640,5.466,hunger
410,0,640,5.454,hunger
411,1,660,5.615,hunger
412,0,640,5.456,hunger
413,0,640,5.448,hunger
414,1,666,5.77,hunger
415,0,640,5.473,hunger
416,0,640,5.448,hunger
417,0,640,5.482,hunger
418,0,640,5.434,hunger
419,0,640,5.451,hunger
420,0,640,5.455,hunger
421,0,640,5.471,hunger
422,3,788,6.697,hunger
423,0,640,5.459,hunger
424,0,640,5.477,hunger
425,0,640,5.422,hunger
426,0,640,5.447,hunger
427,0,640,5.479,hunger
428,1,650,5.54,hunger
429,0,640,5.458,hunger
430,4,2203,18.722,hunger
431,0,640,5.43,hunger
432,2,1057,9.034,hunger
433,2,1595,13.645,hunger
434,1,666,5.653,hunger
435,3,1943,16.544,hunger
436,3,800,6.817,hunger
437,0,640,5.431,hunger
438,0,640,5.452,hunger
439,0,640,5.462,hunger
440,0,640,5.432,hunger
441,0,640,5.44,hunger
442,0,640,5.457,hunger
443,0,640,5.447,hunger
444,0,640,5.435,hunger
445,2,881,7.498,hunger
446,0,640,5.444,hunger
447,0,640,5.45,hunger
448,0,640,5.436,hunger
449,0,640,5.476,hunger
450,0,640,5.46,hunger
451,0,640,5.448,hunger
452,8,2315,19.735,hunger
453,3,1738,14.799,hunger
454,1,911,7.744,hunger
455,0,640,5.467,hunger
456,0,640,5.484,hunger
457,0,640,5.452,hunger
458,0,640,5.44,hunger
459,0,640,5.437,hunger
460,1,660,5.606,hunger
461,29,5471,46.93,hunger
462,0,640,5.704,hunger
463,3,1480,13.041,hunger
464,0,640,5.447,hunger
465,0,640,5.45,hunger
466,4,741,6.33,hunger
467,0,640,5.484,hunger
468,5,1938,16.458,hunger
469,0,640,5.435,hunger
470,0,640,5.43,hunger
471,0,640,5.524,hunger
472,0,640,5.461,hunger
473,0,640,5.422,hunger
