episode,score,return,epsilon,best_score,steps,loss
58,0,-1.0,0.97796,1,1,0.0007787796785123646
59,0,-1.1055,0.97758,1,11,0.0013361311284825206
60,0,-1.0,0.9772,1,1,0.0005867857835255563
61,0,-1.1278,0.97682,1,13,0.00026191771030426025
62,0,-1.0203,0.97644,1,3,0.0003698813379742205
63,0,-1.0101,0.97606,1,2,0.00020029069855809212
64,0,-1.0,0.97568,1,1,0.0005915701622143388
65,0,-1.0203,0.9753000000000001,1,3,0.00017290544928982854
66,0,-1.0306,0.97492,1,4,0.00041094457264989614
67,0,-1.0836000000000001,0.97454,1,9,0.00016208588203880936
68,0,-1.0,0.97416,1,1,0.00017375446623191237
69,0,-1.0101,0.97378,1,2,0.00010725391621235758
70,0,-1.0836000000000001,0.9734,1,9,0.00014330242993310094
71,0,-1.0,0.97302,1,1,0.00012852114741690457
72,0,-1.0203,0.97264,1,3,0.00013277165999170393
73,0,-1.0306,0.97226,1,4,0.00011471643665572628
74,0,-1.0728,0.97188,1,8,0.0001942431990755722
75,0,-1.041,0.9715,1,5,0.00010202093108091503
76,0,-1.0,0.97112,1,1,7.805246423231438e-05
77,0,-1.0,0.97074,1,1,0.0001315822737524286
78,0,-1.0,0.97036,1,1,0.00011532758071552962
79,0,-1.0515,0.96998,1,6,0.00010407828085590154
80,0,-1.0515,0.9696,1,6,6.389879126800224e-05
81,0,-1.0101,0.96922,1,2,0.0003095318970736116
82,0,-1.162,0.96884,1,16,0.0004102673556189984
83,0,-1.0203,0.96846,1,3,0.0004481083306018263
84,0,-1.0101,0.96808,1,2,0.00024905672762542963
85,0,-1.0,0.9677,1,1,0.0001581731194164604
86,0,-1.1055,0.96732,1,11,0.00017081444093491882
87,0,-1.0,0.96694,1,1,0.00024515888071618974
88,0,-1.0306,0.96656,1,4,0.0002293988800374791
89,0,-1.0,0.96618,1,1,0.00016180075181182474
90,0,-1.0,0.9658,1,1,0.00018900376744568348
91,1,-0.03059999999999996,0.96542,1,5,0.0004787249490618706
92,0,-1.0101,0.96504,1,2,0.00018212245777249336
93,0,-1.0203,0.96466,1,3,0.00019370352674741298
94,0,-1.0,0.96428,1,1,0.0005916699301451445
95,0,-1.0203,0.9639,1,3,0.0004647674213629216
96,0,-1.0306,0.96352,1,4,0.00025557688786648214
97,0,-1.0,0.96314,1,1,0.00022056956368032843
98,0,-1.0728,0.9627600000000001,1,8,0.00032435101456940174
99,0,-1.0203,0.96238,1,3,0.00020995685190428048
100,0,-1.0101,0.962,1,2,0.00022213248303160071
101,0,-1.0203,0.96162,1,3,0.00039157108403742313
102,0,-1.041,0.96124,1,5,0.0003898529685102403
103,0,-1.0101,0.96086,1,2,0.0009240725194104016
104,0,-1.1391,0.96048,1,14,0.0003199975471943617
105,0,-1.0203,0.9601,1,3,0.0004598636005539447
106,0,-1.0,0.95972,1,1,0.0004719324642792344
107,0,-1.0306,0.95934,1,4,0.0006207777769304812
108,0,-1.0515,0.95896,1,6,0.00029064551927149296
109,0,-1.0101,0.95858,1,2,0.00034823964233510196
110,0,-1.0203,0.9582,1,3,0.0003701656823977828
111,0,-1.0306,0.95782,1,4,0.00021753553301095963
112,0,-1.0203,0.95744,1,3,0.0003442783490754664
113,0,-1.0203,0.95706,1,3,0.00023484896519221365
114,0,-1.0101,0.95668,1,2,0.0001596730580786243
115,0,-1.0,0.9563,1,1,0.0003398710396140814
116,0,-1.0101,0.95592,1,2,0.00023683406470809132
117,0,-1.0621,0.9555400000000001,1,7,0.0001837596792029217
118,0,-1.0101,0.95516,1,2,0.00021672918228432536
119,0,-1.0101,0.95478,1,2,0.00011943468416575342
120,0,-1.0,0.9544,1,1,0.0001599088282091543
121,0,-1.1166,0.95402,1,12,6.220781506272033e-05
122,0,-1.0621,0.95364,1,7,0.00030365196289494634
123,0,-1.0101,0.95326,1,2,0.0002170106745325029
124,0,-1.0621,0.95288,1,7,7.028833351796493e-05
125,0,-1.0728,0.9525,1,8,0.00020231222151778638
126,0,-1.0101,0.95212,1,2,0.00014546082820743322
127,0,-1.041,0.95174,1,5,7.673402433283627e-05
128,0,-1.0728,0.95136,1,8,0.00015652754518669099
129,0,-1.0101,0.95098,1,2,0.0001478043559473008
130,0,-1.0101,0.9506,1,2,9.929095540428534e-05
131,0,-1.1166,0.95022,1,12,0.0003250742156524211
132,0,-1.0306,0.94984,1,4,0.0002889190218411386
133,0,-1.0,0.94946,1,1,0.00015189789701253176
134,0,-1.0945,0.94908,1,10,0.00019996700575575233
135,0,-1.041,0.9487,1,5,0.005555522628128529
136,0,-1.0101,0.94832,1,2,0.0032624509185552597
137,1,-0.020299999999999985,0.94794,1,4,0.0030333143658936024
138,0,-1.0101,0.94756,1,2,0.0023810097482055426
139,0,-1.0621,0.94718,1,7,0.0018227437976747751
140,0,-1.0101,0.9468,1,2,0.002040223218500614
141,0,-1.0101,0.94642,1,2,0.001212557777762413
142,0,-1.0203,0.94604,1,3,0.0009008399210870266
143,0,-1.0203,0.94566,1,3,0.001050576101988554
144,0,-1.0101,0.94528,1,2,0.0007787923095747828
145,0,-1.1278,0.9449,1,13,0.00032800258486531675
146,0,-1.041,0.94452,1,5,0.0002944307343568653
147,0,-1.0203,0.94414,1,3,0.00037639145739376545
148,0,-1.0621,0.94376,1,7,0.0003142562636639923
149,0,-1.0515,0.94338,1,6,0.0003258573997300118
150,0,-1.0203,0.9430000000000001,1,3,0.0002888714079745114
151,0,-1.0,0.94262,1,1,0.00024004915030673146
152,0,-1.0203,0.94224,1,3,0.00017745065269991755
153,0,-1.0515,0.94186,1,6,0.00027142188628204167
154,0,-1.0101,0.94148,1,2,0.00016045263328123838
155,0,-1.0101,0.9411,1,2,0.000316523015499115
156,0,-1.0945,0.94072,1,10,0.0001671457284828648
157,0,-1.0203,0.94034,1,3,0.00012527356739155948
158,1,-0.04059999999999997,0.93996,1,6,0.00011556501704035327
159,0,-1.2331,0.93958,1,22,0.00023729586973786354
160,0,-1.0203,0.9392,1,3,0.00050279003335163
161,0,-1.0,0.93882,1,1,0.0009587703971192241
162,0,-1.0836000000000001,0.93844,1,9,0.0005411893944256008
163,0,-1.2951000000000001,0.93806,1,27,0.0002055032819043845
164,0,-1.1166,0.93768,1,12,0.00013989873696118593
165,0,-1.0515,0.9373,1,6,0.0005870117456652224
166,1,-0.03059999999999996,0.93692,1,5,0.00020617665722966194
167,0,-1.0,0.93654,1,1,0.0001138490333687514
168,0,-1.0101,0.93616,1,2,0.00044067203998565674
169,0,-1.041,0.9357800000000001,1,5,0.0006014410755597055
170,1,-0.13690000000000002,0.9354,1,15,0.0002011525066336617
171,0,-1.0621,0.93502,1,7,0.0005591656663455069
172,0,-1.0101,0.93464,1,2,0.0005957968533039093
173,0,-1.0203,0.93426,1,3,0.000490517180878669
174,0,-1.0101,0.93388,1,2,0.00032268225913867354
175,0,-1.0728,0.9335,1,8,0.00019227169104851782
176,0,-1.0836000000000001,0.93312,1,9,0.00027705723186954856
177,0,-1.0203,0.93274,1,3,0.0003198067715857178
178,0,-1.0,0.93236,1,1,0.0005355792818590999
179,0,-1.0101,0.93198,1,2,0.00015911937225610018
180,0,-1.0,0.9316,1,1,0.0006077392608858645
181,0,-1.0515,0.9312199999999999,1,6,0.00017889912123791873
182,0,-1.0101,0.93084,1,2,0.00022420473396778107
183,0,-1.0621,0.93046,1,7,0.0001449344854336232
184,0,-1.0101,0.93008,1,2,0.00031484864302910864
185,0,-1.1166,0.9297,1,12,0.0002128426858689636
186,0,-1.0,0.92932,1,1,0.00013840972678735852
187,0,-1.0945,0.92894,1,10,0.0002200444578193128
188,0,-1.0203,0.92856,1,3,0.0003257178177591413
189,0,-1.0203,0.92818,1,3,0.00018378628010395914
190,0,-1.0306,0.9278,1,4,0.0001600237301317975
191,0,-1.0,0.92742,1,1,0.00020200133440084755
192,0,-1.0515,0.92704,1,6,0.00029686742345802486
193,0,-1.1505,0.92666,1,15,0.00015830907796043903
194,0,-1.0515,0.92628,1,6,0.00017371817375533283
195,1,-0.08289999999999997,0.9259,1,10,0.00024152245896402746
196,0,-1.0621,0.92552,1,7,0.0004906068206764758
197,0,-1.1166,0.92514,1,12,0.0002928282192442566
198,0,-1.0515,0.92476,1,6,0.0003702028770931065
199,1,-0.12419999999999998,0.92438,1,14,0.00011642693425528705
200,0,-1.1055,0.924,1,11,0.00022780177823733538
201,0,-1.0101,0.92362,1,2,0.0013955538161098957
202,0,-1.041,0.9232400000000001,1,5,0.0001933162857312709
203,0,-1.0,0.92286,1,1,0.0001942278613569215
204,0,-1.0101,0.92248,1,2,0.00035408520488999784
205,0,-1.0306,0.9221,1,4,0.00027597209555096924
206,1,-0.040999999999999925,0.92172,1,6,0.0002524969168007374
207,0,-1.0,0.92134,1,1,0.00026862070080824196
208,0,-1.0101,0.92096,1,2,0.00023472998873330653
209,0,-1.0,0.92058,1,1,0.00015455203538294882
210,1,-0.13549999999999995,0.9202,1,15,0.00017276634753216058
211,0,-1.041,0.91982,1,5,0.00017837824998423457
212,0,-1.0306,0.91944,1,4,0.0002746015088632703
213,0,-1.1853,0.91906,1,18,0.0019752297084778547
214,0,-1.0306,0.91868,1,4,0.00013949806452728808
215,0,-1.1166,0.9183,1,12,0.00012431795767042786
216,0,-1.1505,0.91792,1,15,0.00017718452727422118
217,0,-1.0203,0.91754,1,3,0.0001731178053887561
218,0,-1.0621,0.91716,1,7,0.000262897287029773
219,0,-1.0101,0.91678,1,2,0.00014172133523970842
220,0,-1.1505,0.9164,1,15,0.001434591948054731
221,0,-1.0728,0.9160200000000001,1,8,0.0025485362857580185
222,0,-1.1391,0.91564,1,14,0.003938643727451563
223,0,-1.0,0.91526,1,1,0.0034027574583888054
224,0,-1.0101,0.91488,1,2,0.0017816242761909962
225,0,-1.0,0.9145,1,1,0.0015778099186718464
226,1,-0.1594,0.91412,1,17,0.0013376441784203053
227,0,-1.1166,0.91374,1,12,0.0009165131486952305
228,0,-1.0,0.91336,1,1,0.0015503466129302979
229,0,-1.0,0.91298,1,1,0.0006557735032401979
230,0,-1.041,0.9126,1,5,0.0013992985477671027
231,0,-1.27,0.91222,1,25,0.0006515450077131391
232,0,-1.0203,0.91184,1,3,0.002313039731234312
233,0,-1.1853,0.9114599999999999,1,18,0.0009239895734935999
234,0,-1.0,0.91108,1,1,0.0010186458239331841
235,0,-1.1853,0.9107000000000001,1,18,0.001607026089914143
236,0,-1.0203,0.91032,1,3,0.0007928071427159011
237,0,-1.0,0.90994,1,1,0.0005203617038205266
238,0,-1.1278,0.90956,1,13,0.0005593369714915752
239,0,-1.0836000000000001,0.90918,1,9,0.00038280620356090367
240,0,-1.0101,0.9088,1,2,0.000313719006953761
241,0,-1.041,0.90842,1,5,0.00034132139990106225
242,0,-1.0203,0.90804,1,3,0.0003165210073348135
243,0,-1.0836000000000001,0.90766,1,9,0.00028484989888966084
244,0,-1.0515,0.90728,1,6,0.00021978080621920526
245,0,-1.0,0.9069,1,1,0.0002813772589433938
246,0,-1.0306,0.90652,1,4,0.00032231741352006793
247,0,-1.0836000000000001,0.90614,1,9,0.0010436581214889884
248,0,-1.0203,0.90576,1,3,0.00047119418741203845
249,0,-1.0,0.90538,1,1,0.0001930880534928292
250,0,-1.0203,0.905,1,3,0.00033382122637704015
251,0,-1.1055,0.90462,1,11,0.0003625525569077581
252,0,-1.0515,0.90424,1,6,0.0003070011152885854
253,0,-1.0203,0.90386,1,3,0.0002828490105457604
254,0,-1.0621,0.9034800000000001,1,7,0.00039693369762971997
255,0,-1.0,0.9031,1,1,0.0002051649644272402
256,1,-0.21100000000000008,0.90272,1,22,0.00029685694607906044
257,0,-1.0306,0.90234,1,4,0.00026748268282972276
258,0,-1.0,0.90196,1,1,0.0012243195669725537
259,0,-1.0,0.90158,1,1,0.0004639426479116082
260,0,-1.1505,0.9012,1,15,0.0004835680010728538
261,0,-1.0101,0.90082,1,2,0.001168340677395463
262,0,-1.0306,0.90044,1,4,0.0004024713998660445
263,0,-1.0,0.90006,1,1,0.00015942940081004053
264,0,-1.0203,0.89968,1,3,0.0005885958671569824
265,0,-1.0101,0.8993,1,2,0.0004817915032617748
266,0,-1.1055,0.89892,1,11,0.0005625559133477509
267,0,-1.1971,0.89854,1,19,0.0008488595485687256
268,0,-1.0203,0.89816,1,3,0.0012977055739611387
269,0,-1.041,0.89778,1,5,0.0002952130453195423
270,0,-1.0101,0.8974,1,2,0.000455394183518365
271,0,-1.1166,0.89702,1,12,0.0012957181315869093
272,0,-1.0,0.89664,1,1,0.00036393478512763977
273,0,-1.0621,0.8962600000000001,1,7,0.00049171457067132
274,0,-1.0,0.89588,1,1,0.0004331778036430478
275,0,-1.0101,0.8955,1,2,0.0008527535246685147
276,0,-1.0,0.89512,1,1,0.00028322541038505733
277,0,-1.0101,0.89474,1,2,0.0008557483088225126
278,0,-1.041,0.89436,1,5,0.00043622846715152264
279,0,-1.0,0.89398,1,1,0.00030304561369121075
280,0,-1.0306,0.8936,1,4,0.00019564652757253498
281,0,-1.0515,0.89322,1,6,0.00018831976922228932
282,0,-1.0836000000000001,0.89284,1,9,0.000299115723464638
283,0,-1.0,0.89246,1,1,0.00019781329319812357
284,0,-1.0515,0.89208,1,6,0.00024993385886773467
285,0,-1.0306,0.8917,1,4,0.00017423702229280025
286,0,-1.1166,0.89132,1,12,0.0003550166729837656
287,1,-0.0716,0.8909400000000001,1,9,0.00024715220206417143
288,0,-1.1505,0.89056,1,15,0.00011579720012377948
289,0,-1.041,0.89018,1,5,0.0002314046723768115
290,0,-1.0101,0.8898,1,2,0.00019425302161835134
291,0,-1.0,0.88942,1,1,0.00014890899183228612
292,0,-1.0203,0.88904,1,3,8.88141366885975e-05
293,2,0.9696,0.88866,2,6,0.0004566265852190554
294,0,-1.0,0.88828,2,1,0.00014340985217131674
295,0,-1.0306,0.8879,2,4,0.00011599079880397767
296,0,-1.0728,0.88752,2,8,0.003140494227409363
297,0,-1.041,0.88714,2,5,0.0004237063694745302
298,0,-1.0836000000000001,0.88676,2,9,0.0007312836823984981
299,0,-1.0621,0.88638,2,7,0.00042354624019935727
300,0,-1.0306,0.886,2,4,0.0003827863256447017
301,0,-1.0621,0.8856200000000001,2,7,0.00021697914053220302
302,0,-1.0101,0.88524,2,2,0.0002560075663495809
303,0,-1.0,0.88486,2,1,0.00023977237287908792
304,0,-1.0836000000000001,0.88448,2,9,0.008919249288737774
305,0,-1.1055,0.8841,2,11,0.009045083075761795
306,0,-1.1971,0.8837200000000001,2,19,0.002809718018397689
307,0,-1.0101,0.88334,2,2,0.001967719290405512
308,0,-1.0203,0.88296,2,3,0.0031239704694598913
309,0,-1.0515,0.88258,2,6,0.003153187921270728
310,0,-1.0,0.8822,2,1,0.008807722479104996
311,0,-1.0,0.88182,2,1,0.005987738724797964
312,1,-0.03059999999999996,0.88144,2,5,0.004825735464692116
313,0,-1.0728,0.88106,2,8,0.0015013145748525858
314,0,-1.0,0.88068,2,1,0.0014170869253575802
315,0,-1.0101,0.8803,2,2,0.0021713352762162685
316,0,-1.0203,0.87992,2,3,0.004020433872938156
317,0,-1.0203,0.87954,2,3,0.0025419683661311865
318,0,-1.0203,0.8791599999999999,2,3,0.0021937526762485504
319,1,-0.06119999999999992,0.87878,2,8,0.0032521404791623354
320,0,-1.0306,0.8784,2,4,0.006202416494488716
321,1,-0.020199999999999996,0.87802,2,4,0.0025562613736838102
322,0,-1.0,0.87764,2,1,0.001591517124325037
323,0,-1.0203,0.87726,2,3,0.004159267991781235
324,0,-1.0728,0.87688,2,8,0.006508654914796352
325,0,-1.0203,0.8765000000000001,2,3,0.0029242790769785643
326,0,-1.041,0.87612,2,5,0.008221419528126717
327,0,-1.0101,0.87574,2,2,0.002103797160089016
328,0,-1.0203,0.87536,2,3,0.0026981274131685495
329,0,-1.041,0.87498,2,5,0.004500410985201597
330,0,-1.0515,0.8746,2,6,0.009082895703613758
331,0,-1.041,0.87422,2,5,0.0029023694805800915
332,0,-1.0306,0.87384,2,4,0.0014748794492334127
333,0,-1.041,0.87346,2,5,0.0024146283976733685
334,0,-1.041,0.8730800000000001,2,5,0.003012610599398613
335,0,-1.0836000000000001,0.8727,2,9,0.0018602106720209122
336,0,-1.0621,0.87232,2,7,0.0022707870230078697
337,0,-1.0,0.8719399999999999,2,1,0.0023187892511487007
338,0,-1.2331,0.87156,2,22,0.002700480632483959
339,0,-1.0101,0.8711800000000001,2,2,0.0007918135961517692
340,0,-1.041,0.8708,2,5,0.006776853464543819
341,0,-1.0203,0.87042,2,3,0.0044456045143306255
342,0,-1.0,0.87004,2,1,0.0015580671606585383
343,0,-1.0621,0.86966,2,7,0.001138353836722672
344,0,-1.1055,0.86928,2,11,0.0011784962844103575
345,0,-1.0101,0.8689,2,2,0.0018150222022086382
346,0,-1.1055,0.86852,2,11,0.0011273446725681424
347,0,-1.041,0.86814,2,5,0.004417965188622475
348,0,-1.0306,0.86776,2,4,0.0075533511117100716
349,0,-1.0203,0.86738,2,3,0.0006565548828803003
350,0,-1.3206,0.867,2,29,0.0026795370504260063
351,0,-1.0,0.86662,2,1,0.0018897820264101028
352,0,-1.3078,0.86624,2,28,0.002256445586681366
353,0,-1.0,0.8658600000000001,2,1,0.0007252820068970323
354,0,-1.0,0.86548,2,1,0.012030956335365772
355,0,-1.0306,0.8651,2,4,0.0012200417695567012
356,0,-1.0728,0.86472,2,8,0.0006822129944339395
357,0,-1.0728,0.86434,2,8,0.0011010455200448632
358,0,-1.0101,0.8639600000000001,2,2,0.0028783385641872883
359,0,-1.0306,0.86358,2,4,0.001401842455379665
360,1,-0.15759999999999996,0.8632,2,17,0.0015775517094880342
361,0,-1.0203,0.86282,2,3,0.004325855989009142
362,0,-1.0101,0.86244,2,2,0.001223296858370304
363,0,-1.0,0.86206,2,1,0.0003808627952821553
364,0,-1.0,0.86168,2,1,0.003547210479155183
365,0,-1.0,0.8613,2,1,0.0010338140418753028
366,0,-1.0515,0.86092,2,6,0.0017249695956707
367,0,-1.0836000000000001,0.86054,2,9,0.00609796866774559
368,0,-1.1391,0.86016,2,14,0.0017966788727790117
369,0,-1.0101,0.85978,2,2,0.0018850702326744795
370,0,-1.0515,0.8594,2,6,0.0017115278169512749
371,0,-1.0203,0.85902,2,3,0.0013897407334297895
372,0,-1.0,0.8586400000000001,2,1,0.003493691561743617
373,0,-1.0945,0.85826,2,10,0.001727720140479505
374,0,-1.0,0.85788,2,1,0.0006826997268944979
375,0,-1.041,0.8575,2,5,0.005411562509834766
376,0,-1.0621,0.85712,2,7,0.0005236954893916845
377,0,-1.0203,0.8567400000000001,2,3,0.0011087916791439056
378,0,-1.3206,0.85636,2,29,0.008351008407771587
379,0,-1.0203,0.85598,2,3,0.0008715336443856359
380,0,-1.0,0.8556,2,1,0.0008019719971343875
381,0,-1.0621,0.85522,2,7,0.0009477450512349606
382,0,-1.0306,0.85484,2,4,0.0012315280037000775
383,0,-1.0101,0.85446,2,2,0.002503992523998022
384,1,-0.13550000000000006,0.85408,2,15,0.00484668742865324
385,0,-1.0621,0.8537,2,7,0.0009725113632157445
386,0,-1.1055,0.85332,2,11,0.007539147045463324
387,0,-1.0101,0.85294,2,2,0.0008809826103970408
388,0,-1.0,0.85256,2,1,0.00246299896389246
389,0,-1.0,0.85218,2,1,0.0006290316814556718
390,0,-1.0945,0.8518,2,10,0.007766038179397583
391,0,-1.0515,0.8514200000000001,2,6,0.007266954518854618
392,0,-1.0621,0.85104,2,7,0.007819045335054398
393,0,-1.1971,0.85066,2,19,0.005744376685470343
394,0,-1.2453,0.85028,2,23,0.004957682453095913
395,0,-1.0101,0.8499,2,2,0.006242515053600073
396,0,-1.0,0.84952,2,1,0.0017042288091033697
397,0,-1.0945,0.84914,2,10,0.004441665019840002
398,0,-1.0,0.84876,2,1,0.0020742390770465136
399,0,-1.0,0.84838,2,1,0.0021868476178497076
400,0,-1.0,0.848,2,1,0.0021198068279772997
401,0,-1.0203,0.84762,2,3,0.001897504087537527
402,0,-1.0515,0.84724,2,6,0.00625730212777853
403,0,-1.0,0.84686,2,1,0.004413253627717495
404,0,-1.1853,0.84648,2,18,0.007392840459942818
405,0,-1.0728,0.8461,2,8,0.003403875743970275
406,0,-1.2576,0.84572,2,24,0.015551157295703888
407,0,-1.041,0.84534,2,5,0.009015694260597229
408,0,-1.0306,0.8449599999999999,2,4,0.0021990640088915825
409,0,-1.0101,0.84458,2,2,0.0028226685244590044
410,0,-1.0203,0.8442000000000001,2,3,0.002610711846500635
411,0,-1.0,0.84382,2,1,0.006195743102580309
412,0,-1.0101,0.84344,2,2,0.008056486956775188
413,0,-1.1971,0.84306,2,19,0.002464588265866041
414,0,-1.0,0.84268,2,1,0.0018927938072010875
415,0,-1.1055,0.8423,2,11,0.0024487655609846115
416,0,-1.0,0.84192,2,1,0.002378733828663826
417,0,-1.041,0.84154,2,5,0.0012585404329001904
418,0,-1.0,0.84116,2,1,0.0034427919890731573
419,0,-1.0101,0.84078,2,2,0.002709267195314169
420,0,-1.1505,0.8404,2,15,0.007103862706571817
421,0,-1.0,0.84002,2,1,0.010303173214197159
422,0,-1.209,0.8396399999999999,2,20,0.002098577097058296
423,0,-1.0306,0.83926,2,4,0.002015659585595131
424,0,-1.0728,0.8388800000000001,2,8,0.017414627596735954
425,2,0.8869000000000002,0.8385,2,14,0.008378591388463974
426,0,-1.0203,0.83812,2,3,0.012659667059779167
427,0,-1.0101,0.83774,2,2,0.005287875421345234
428,0,-1.1166,0.83736,2,12,0.00879769865423441
429,0,-1.041,0.8369800000000001,2,5,0.0026152192149311304
430,0,-1.0,0.8366,2,1,0.005224589258432388
431,0,-1.0728,0.83622,2,8,0.006920794490724802
432,0,-1.0101,0.83584,2,2,0.008188788779079914
433,1,-0.0716,0.83546,2,9,0.008306220173835754
434,0,-1.0101,0.83508,2,2,0.0017476140055805445
435,0,-1.0,0.8347,2,1,0.0073654428124427795
436,0,-1.041,0.83432,2,5,0.005519025027751923
437,0,-1.1055,0.83394,2,11,0.010389607399702072
438,0,-1.0306,0.8335600000000001,2,4,0.0024184416979551315
439,0,-1.0306,0.83318,2,4,0.0023533212952315807
440,0,-1.1391,0.8328,2,14,0.007228415925055742
441,0,-1.041,0.8324199999999999,2,5,0.002777120564132929
442,0,-1.0203,0.83204,2,3,0.0014888009754940867
443,0,-1.041,0.8316600000000001,2,5,0.004596685990691185
444,0,-1.0101,0.83128,2,2,0.005102251656353474
445,0,-1.0945,0.8309,2,10,0.00388456997461617
446,0,-1.0203,0.83052,2,3,0.0011802983935922384
447,0,-1.0836000000000001,0.83014,2,9,0.009282541461288929
448,0,-1.1853,0.82976,2,18,0.007038601208478212
449,1,-0.04069999999999996,0.82938,2,6,0.008697018958628178
450,0,-1.1505,0.829,2,15,0.0026477519422769547
451,0,-1.0945,0.82862,2,10,0.008303001523017883
452,0,-1.0306,0.8282400000000001,2,4,0.0077338917180895805
453,0,-1.0101,0.82786,2,2,0.0025066728703677654
454,1,-0.051100000000000034,0.82748,2,7,0.0020920243114233017
455,0,-1.209,0.8271,2,20,0.0019840658642351627
456,0,-1.0728,0.82672,2,8,0.008143311366438866
457,0,-1.1505,0.8263400000000001,2,15,0.0023020280059427023
458,1,-0.020299999999999985,0.82596,2,4,0.002957348246127367
459,0,-1.1278,0.82558,2,13,0.0019280938431620598
460,0,-1.0621,0.8252,2,7,0.009877718985080719
461,0,-1.0101,0.82482,2,2,0.006755387410521507
462,0,-1.0515,0.8244400000000001,2,6,0.010605763643980026
463,0,-1.1278,0.82406,2,13,0.005803152918815613
464,0,-1.0306,0.82368,2,4,0.004216938745230436
465,0,-1.0,0.8233,2,1,0.01363251730799675
466,0,-1.041,0.82292,2,5,0.0023613322991877794
467,0,-1.0,0.82254,2,1,0.005818292498588562
468,0,-1.0945,0.82216,2,10,0.004698458593338728
469,0,-1.0,0.82178,2,1,0.00594832468777895
470,0,-1.27,0.8214,2,25,0.0027857543900609016
471,1,-0.09309999999999996,0.82102,2,11,0.0024286338593810797
472,0,-1.0101,0.82064,2,2,0.004230543505400419
473,0,-1.0101,0.82026,2,2,0.00917207170277834
474,0,-1.0101,0.81988,2,2,0.007958712987601757
475,0,-1.1166,0.8195,2,12,0.005193483084440231
476,0,-1.0101,0.81912,2,2,0.0028173793107271194
477,1,-0.051100000000000034,0.81874,2,7,0.0065043652430176735
478,0,-1.0306,0.81836,2,4,0.008647249080240726
479,0,-1.0,0.81798,2,1,0.017477888613939285
480,0,-1.0621,0.8176,2,7,0.0036334870383143425
481,0,-1.0621,0.8172200000000001,2,7,0.003587649203836918
482,0,-1.1853,0.81684,2,18,0.0023028207942843437
483,0,-1.041,0.81646,2,5,0.0019509531557559967
484,0,-1.0101,0.81608,2,2,0.0013530286960303783
